benchmark,language,input_size,trial,kernel_time_ms,h2d_time_ms,d2h_time_ms,gflops,bandwidth_gbps
hashmap_int_lookup,rust,100000,6,0.9658658947368421,0.0,0.0,0.0,0.0
hashmap_int_lookup,rust,100000,7,0.9652607697368422,0.0,0.0,0.0,0.0
hashmap_int_lookup,rust,100000,8,0.9640653918128655,0.0,0.0,0.0,0.0
hashmap_int_lookup,rust,100000,9,0.9638329578947368,0.0,0.0,0.0,0.0
lower_bound,rust,1000000,0,2.0964846666666666,0.0,0.0,0.0,0.0
lower_bound,rust,1000000,1,2.115604611111111,0.0,0.0,0.0,0.0
lower_bound,rust,1000000,2,2.105561777777778,0.0,0.0,0.0,0.0
lower_bound,rust,1000000,3,2.090598388888889,0.0,0.0,0.0,0.0
lower_bound,rust,1000000,4,2.1005905777777776,0.0,0.0,0.0,0.0
lower_bound,rust,1000000,5,2.100357592592593,0.0,0.0,0.0,0.0
lower_bound,rust,1000000,6,2.105382746031746,0.0,0.0,0.0,0.0
lower_bound,rust,1000000,7,2.100962236111111,0.0,0.0,0.0,0.0
lower_bound,rust,1000000,8,2.1040762098765433,0.0,0.0,0.0,0.0
lower_bound,rust,1000000,9,2.103790888888889,0.0,0.0,0.0,0.0
binary_search,rust,1000000,0,2.279448625,0.0,0.0,0.0,0.0
binary_search,rust,1000000,1,2.2835444375,0.0,0.0,0.0,0.0
binary_search,rust,1000000,2,2.2836347916666666,0.0,0.0,0.0,0.0
binary_search,rust,1000000,3,2.28715540625,0.0,0.0,0.0,0.0
binary_search,rust,1000000,4,2.2789255,0.0,0.0,0.0,0.0
binary_search,rust,1000000,5,2.2789647916666667,0.0,0.0,0.0,0.0
binary_search,rust,1000000,6,2.2798445178571427,0.0,0.0,0.0,0.0
binary_search,rust,1000000,7,2.2853420625,0.0,0.0,0.0,0.0
binary_search,rust,1000000,8,2.2837824583333335,0.0,0.0,0.0,0.0
binary_search,rust,1000000,9,2.2792803624999998,0.0,0.0,0.0,0.0
parallel_reduction_sequential,rust,1000000,0,0.3800731041666667,0.0,0.0,0.0,0.0
parallel_reduction_sequential,rust,1000000,1,0.3790905104166667,0.0,0.0,0.0,0.0
parallel_reduction_sequential,rust,1000000,2,0.37917949305555554,0.0,0.0,0.0,0.0
parallel_reduction_sequential,rust,1000000,3,0.378979546875,0.0,0.0,0.0,0.0
parallel_reduction_sequential,rust,1000000,4,0.37887363333333335,0.0,0.0,0.0,0.0
parallel_reduction_sequential,rust,1000000,5,0.3791999583333333,0.0,0.0,0.0,0.0
parallel_reduction_sequential,rust,1000000,6,0.3792249583333333,0.0,0.0,0.0,0.0
parallel_reduction_sequential,rust,1000000,7,0.379431359375,0.0,0.0,0.0,0.0
parallel_reduction_sequential,rust,1000000,8,0.37960681481481484,0.0,0.0,0.0,0.0
parallel_reduction_sequential,rust,1000000,9,0.37956453958333336,0.0,0.0,0.0,0.0
parallel_reduction_rayon,rust,1000000,0,0.12099361340206187,0.0,0.0,0.0,0.0
parallel_reduction_rayon,rust,1000000,1,0.106969543814433,0.0,0.0,0.0,0.0
parallel_reduction_rayon,rust,1000000,2,0.09130705841924398,0.0,0.0,0.0,0.0
parallel_reduction_rayon,rust,1000000,3,0.08355275515463918,0.0,0.0,0.0,0.0
parallel_reduction_rayon,rust,1000000,4,0.09395354639175257,0.0,0.0,0.0,0.0
parallel_reduction_rayon,rust,1000000,5,0.10458311254295533,0.0,0.0,0.0,0.0
parallel_reduction_rayon,rust,1000000,6,0.09053860162002945,0.0,0.0,0.0,0.0
